season,team,round,gp,wins,draws,losses,points,gf,ga,gd,ppg,home_wins,home_draws,home_losses,home_gf,home_ga,home_gd,away_wins,away_draws,away_losses,away_gf,away_ga,away_gd,form_pts_last5,form_gd_last5,form_wins_last5,position,points_from_6th,final_position,is_top6
2023_2024,Uta Arad,25,25,7,10,8,31,30,36,-6,1.24,5,5,3,18,17,1,2,5,5,12,19,-7,8,-1,2,11,-3,9,0
2023_2024,FC U Craiova 1948,25,25,9,3,13,30,38,40,-2,1.2,6,1,5,25,21,4,3,2,8,13,19,-6,6,0,2,12,-4,13,0
2023_2024,FC Voluntari,25,25,6,9,10,27,29,40,-11,1.08,3,4,5,14,18,-4,3,5,5,15,22,-7,3,-4,0,13,-7,15,0
2023_2024,Politehnica Iași,25,25,6,9,10,27,27,39,-12,1.08,3,6,4,14,19,-5,3,3,6,13,20,-7,4,-8,1,14,-7,12,0
2023_2024,FC Botoșani,25,25,3,10,12,19,25,44,-19,0.76,2,6,4,11,16,-5,1,4,8,14,28,-14,10,2,3,15,-15,16,0
2023_2024,Dinamo Bucuresti,25,25,5,4,16,19,17,36,-19,0.76,2,3,7,5,14,-9,3,1,9,12,22,-10,6,0,2,16,-15,14,0
2023_2024,Steaua Bucuresti,26,26,16,7,3,55,47,21,26,2.1154,8,3,2,22,10,12,8,4,1,25,11,14,11,8,3,1,20,1,1
2023_2024,Rapid Bucuresti,26,26,13,9,4,48,45,27,18,1.8462,8,2,3,28,17,11,5,7,1,17,10,7,15,6,5,2,13,2,1
2023_2024,CFR Cluj-Napoca,26,26,13,6,7,45,46,26,20,1.7308,8,4,1,24,6,18,5,2,6,22,20,2,9,4,3,3,10,3,1
2023_2024,Farul Constanta,26,26,11,7,8,40,35,35,0,1.5385,5,5,3,18,14,4,6,2,5,17,21,-4,10,1,3,4,5,6,1
2023_2024,Universitatea Craiova,26,26,10,9,7,39,39,33,6,1.5,6,4,3,20,15,5,4,5,4,19,18,1,5,-2,1,5,4,4,1
2023_2024,Petrolul,26,26,7,14,5,35,26,25,1,1.3462,5,6,2,18,16,2,2,8,3,8,9,-1,8,1,2,6,0,10,0
2023_2024,FC Hermannstadt,26,26,7,13,6,34,31,28,3,1.3077,6,6,1,20,10,10,1,7,5,11,18,-7,5,-1,1,7,-1,8,0
2023_2024,Universitatea Cluj,26,26,8,10,8,34,33,38,-5,1.3077,3,4,6,12,19,-7,5,6,2,21,19,2,5,-2,1,8,-1,7,0
2023_2024,Uta Arad,26,26,8,10,8,34,31,36,-5,1.3077,5,5,3,18,17,1,3,5,5,13,19,-6,10,0,3,9,-1,9,0
2023_2024,Sepsi OSK Sfântu Gheorghe,26,26,9,6,11,33,35,32,3,1.2692,6,4,3,22,15,7,3,2,8,13,17,-4,3,1,1,10,-2,5,1
2023_2024,Otelul Galati,26,26,6,13,7,31,26,28,-2,1.1923,2,6,5,10,16,-6,4,7,2,16,12,4,5,-2,1,11,-4,11,0
2023_2024,FC U Craiova 1948,26,26,9,3,14,30,39,43,-4,1.1538,6,1,6,26,24,2,3,2,8,13,19,-6,3,-4,1,12,-5,13,0
2023_2024,FC Voluntari,26,26,6,9,11,27,29,41,-12,1.0385,3,4,6,14,19,-5,3,5,5,15,22,-7,3,-4,0,13,-8,15,0
2023_2024,Politehnica Iași,26,26,6,9,11,27,28,41,-13,1.0385,3,6,4,14,19,-5,3,3,7,14,22,-8,4,-7,1,14,-8,12,0
2023_2024,Dinamo Bucuresti,26,26,6,4,16,22,20,37,-17,0.8462,3,3,7,8,15,-7,3,1,9,12,22,-10,6,1,2,15,-13,14,0
2023_2024,FC Botoșani,26,26,3,11,12,20,27,46,-19,0.7692,2,7,4,13,18,-5,1,4,8,14,28,-14,8,0,2,16,-15,16,0
2023_2024,Steaua Bucuresti,27,27,17,7,3,58,50,23,27,2.1481,9,3,2,25,12,13,8,4,1,25,11,14,11,5,3,1,21,1,1
2023_2024,CFR Cluj-Napoca,27,27,14,6,7,48,50,26,24,1.7778,9,4,1,28,6,22,5,2,6,22,20,2,12,9,4,2,11,3,1
2023_2024,Rapid Bucuresti,27,27,13,9,5,48,46,30,16,1.7778,8,2,3,28,17,11,5,7,2,18,13,5,12,3,4,3,11,2,1
2023_2024,Universitatea Craiova,27,27,11,9,7,42,41,34,7,1.5556,7,4,3,22,16,6,4,5,4,19,18,1,8,0,2,4,5,4,1
2023_2024,Farul Constanta,27,27,11,8,8,41,36,36,0,1.5185,5,6,3,19,15,4,6,2,5,17,21,-4,8,0,2,5,4,6,1
2023_2024,FC Hermannstadt,27,27,8,13,6,37,32,28,4,1.3704,7,6,1,21,10,11,1,7,5,11,18,-7,8,1,2,6,0,8,0
2023_2024,Uta Arad,27,27,9,10,8,37,32,36,-4,1.3704,6,5,3,19,17,2,3,5,5,13,19,-6,13,5,4,7,0,9,0
2023_2024,Petrolul,27,27,7,14,6,35,26,26,0,1.2963,5,6,2,18,16,2,2,8,4,8,10,-2,5,-1,1,8,-2,10,0
2023_2024,Universitatea Cluj,27,27,8,11,8,35,33,38,-5,1.2963,3,4,6,12,19,-7,5,7,2,21,19,2,3,-3,0,9,-2,7,0
2023_2024,Sepsi OSK Sfântu Gheorghe,27,27,9,7,11,34,35,32,3,1.2593,6,5,3,22,15,7,3,2,8,13,17,-4,1,-5,0,10,-3,5,1
2023_2024,Otelul Galati,27,27,6,14,7,32,27,29,-2,1.1852,2,6,5,10,16,-6,4,8,2,17,13,4,5,-2,1,11,-5,11,0
2023_2024,FC U Craiova 1948,27,27,9,3,15,30,39,44,-5,1.1111,6,1,6,26,24,2,3,2,9,13,20,-7,3,-4,1,12,-7,13,0
2023_2024,Politehnica Iași,27,27,7,9,11,30,31,42,-11,1.1111,4,6,4,17,20,-3,3,3,7,14,22,-8,7,1,2,13,-7,12,0
2023_2024,FC Voluntari,27,27,6,9,12,27,30,43,-13,1.0,3,4,6,14,19,-5,3,5,6,16,24,-8,2,-5,0,14,-10,15,0
2023_2024,Dinamo Bucuresti,27,27,6,4,17,22,20,41,-21,0.8148,3,3,7,8,15,-7,3,1,10,12,26,-14,6,-2,2,15,-15,14,0
2023_2024,FC Botoșani,27,27,3,11,13,20,29,49,-20,0.7407,2,7,4,13,18,-5,1,4,9,16,31,-15,5,-2,1,16,-17,16,0
2023_2024,Steaua Bucuresti,28,28,18,7,3,61,52,24,28,2.1786,9,3,2,25,12,13,9,4,1,27,12,15,11,3,3,1,23,1,1
2023_2024,Rapid Bucuresti,28,28,14,9,5,51,50,31,19,1.8214,9,2,3,32,18,14,5,7,2,18,13,5,12,5,4,2,13,2,1
2023_2024,CFR Cluj-Napoca,28,28,14,7,7,49,52,28,24,1.75,9,4,1,28,6,22,5,3,6,24,22,2,10,6,3,3,11,3,1
2023_2024,Universitatea Craiova,28,28,12,9,7,45,44,36,8,1.6071,7,4,3,22,16,6,5,5,4,22,20,2,11,4,3,4,7,4,1
2023_2024,Farul Constanta,28,28,11,8,9,41,36,37,-1,1.4643,5,6,3,19,15,4,6,2,6,17,22,-5,5,-2,1,5,3,6,1
2023_2024,Universitatea Cluj,28,28,9,11,8,38,34,38,-4,1.3571,4,4,6,13,19,-6,5,7,2,21,19,2,6,-1,1,6,0,7,0
2023_2024,Sepsi OSK Sfântu Gheorghe,28,28,10,7,11,37,37,33,4,1.3214,6,5,3,22,15,7,4,2,8,15,18,-3,4,-3,1,7,-1,5,1
2023_2024,FC Hermannstadt,28,28,8,13,7,37,32,29,3,1.3214,7,6,1,21,10,11,1,7,6,11,19,-8,5,-2,1,8,-1,8,0
2023_2024,Uta Arad,28,28,9,10,9,37,33,40,-7,1.3214,6,5,3,19,17,2,3,5,6,14,23,-9,10,1,3,9,-1,9,0
2023_2024,Petrolul,28,28,7,14,7,35,28,29,-1,1.25,5,6,3,20,19,1,2,8,4,8,10,-2,4,-2,1,10,-3,10,0
2023_2024,Otelul Galati,28,28,6,15,7,33,29,31,-2,1.1786,2,7,5,12,18,-6,4,8,2,17,13,4,5,-2,1,11,-5,11,0
2023_2024,FC U Craiova 1948,28,28,9,4,15,31,40,45,-5,1.1071,6,2,6,27,25,2,3,2,9,13,20,-7,4,-3,1,12,-7,13,0
2023_2024,Politehnica Iași,28,28,7,10,11,31,32,43,-11,1.1071,4,6,4,17,20,-3,3,4,7,15,23,-8,5,0,1,13,-7,12,0
2023_2024,FC Voluntari,28,28,6,9,13,27,31,45,-14,0.9643,3,4,7,15,21,-6,3,5,6,16,24,-8,2,-3,0,14,-11,15,0
2023_2024,Dinamo Bucuresti,28,28,7,4,17,25,21,41,-20,0.8929,4,3,7,9,15,-6,3,1,10,12,26,-14,9,0,3,15,-13,14,0
2023_2024,FC Botoșani,28,28,3,11,14,20,30,51,-21,0.7143,2,7,5,14,20,-6,1,4,9,16,31,-15,5,-1,1,16,-18,16,0
2023_2024,Steaua Bucuresti,29,29,19,7,3,64,53,24,29,2.2069,10,3,2,26,12,14,9,4,1,27,12,15,13,4,4,1,23,1,1
2023_2024,Rapid Bucuresti,29,29,14,10,5,52,51,32,19,1.7931,9,2,3,32,18,14,5,8,2,19,14,5,10,4,3,2,11,2,1
2023_2024,CFR Cluj-Napoca,29,29,14,8,7,50,53,29,24,1.7241,9,4,1,28,6,22,5,4,6,25,23,2,8,5,2,3,9,3,1
2023_2024,Universitatea Craiova,29,29,12,10,7,46,45,37,8,1.5862,7,5,3,23,17,6,5,5,4,22,20,2,9,2,2,4,5,4,1
2023_2024,Farul Constanta,29,29,11,9,9,42,37,38,-1,1.4483,5,7,3,20,16,4,6,2,6,17,22,-5,5,-2,1,5,1,6,1
2023_2024,Universitatea Cluj,29,29,10,11,8,41,35,38,-3,1.4138,5,4,6,14,19,-5,5,7,2,21,19,2,9,2,2,6,0,7,0
2023_2024,Sepsi OSK Sfântu Gheorghe,29,29,11,7,11,40,41,33,8,1.3793,7,5,3,26,15,11,4,2,8,15,18,-3,7,3,2,7,-1,5,1
2023_2024,FC Hermannstadt,29,29,9,13,7,40,36,30,6,1.3793,8,6,1,25,11,14,1,7,6,11,19,-8,7,1,2,8,-1,8,0
2023_2024,Uta Arad,29,29,10,10,9,40,36,42,-6,1.3793,7,5,3,22,19,3,3,5,6,14,23,-9,10,0,3,9,-1,9,0
2023_2024,Petrolul,29,29,7,14,8,35,28,30,-2,1.2069,5,6,3,20,19,1,2,8,5,8,11,-3,4,-2,1,10,-6,10,0
2023_2024,Otelul Galati,29,29,6,15,8,33,30,35,-5,1.1379,2,7,5,12,18,-6,4,8,3,18,17,1,5,-4,1,11,-8,11,0
2023_2024,Politehnica Iași,29,29,7,11,11,32,32,43,-11,1.1034,4,7,4,17,20,-3,3,4,7,15,23,-8,6,1,1,12,-9,12,0
2023_2024,FC U Craiova 1948,29,29,9,4,16,31,42,48,-6,1.069,6,2,6,27,25,2,3,2,10,15,23,-8,1,-5,0,13,-10,13,0
2023_2024,FC Voluntari,29,29,6,9,14,27,31,49,-18,0.931,3,4,7,15,21,-6,3,5,7,16,28,-12,1,-7,0,14,-14,15,0
2023_2024,Dinamo Bucuresti,29,29,7,5,17,26,21,41,-20,0.8966,4,3,7,9,15,-6,3,2,10,12,26,-14,10,1,3,15,-15,14,0
2023_2024,FC Botoșani,29,29,3,11,15,20,30,52,-22,0.6897,2,7,5,14,20,-6,1,4,10,16,32,-16,2,-3,0,16,-21,16,0
2024_2025,CFR Cluj-Napoca,1,1,1,0,0,3,3,2,1,3.0,1,0,0,3,2,1,0,0,0,0,0,0,3,1,1,1,2,2,1
2024_2025,Otelul Galati,1,1,1,0,0,3,3,2,1,3.0,0,0,0,0,0,0,1,0,0,3,2,1,3,1,1,2,2,12,0
2024_2025,Sepsi OSK Sfântu Gheorghe,1,1,1,0,0,3,1,0,1,3.0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,1,3,2,7,0
2024_2025,Unirea Slobozia,1,1,1,0,0,3,1,0,1,3.0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,4,2,15,0
2024_2025,FCSB,1,1,0,1,0,1,1,1,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,1,1
2024_2025,Rapid Bucuresti,1,1,0,1,0,1,1,1,0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,6,0,6,1
2024_2025,Universitatea Cluj,1,1,0,1,0,1,1,1,0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,7,0,4,1
2024_2025,Uta Arad,1,1,0,1,0,1,1,1,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,11,0
2024_2025,FC Hermannstadt,1,1,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,8,0
2024_2025,Petrolul,1,1,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,9,0
2024_2025,SCM Gloria Buzău,1,1,0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0,16,0
2024_2025,Universitatea Craiova,1,1,0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,3,1
2024_2025,Dinamo Bucuresti,1,1,0,0,1,0,2,3,-1,0.0,0,0,0,0,0,0,0,0,1,2,3,-1,0,-1,0,13,-1,5,1
2024_2025,FC Botoșani,1,1,0,0,1,0,2,3,-1,0.0,0,0,1,2,3,-1,0,0,0,0,0,0,0,-1,0,14,-1,13,0
2024_2025,Farul Constanta,1,1,0,0,1,0,0,1,-1,0.0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,15,-1,10,0
2024_2025,Politehnica Iași,1,1,0,0,1,0,0,1,-1,0.0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,16,-1,14,0
2024_2025,Sepsi OSK Sfântu Gheorghe,2,2,2,0,0,6,3,1,2,3.0,1,0,0,1,0,1,1,0,0,2,1,1,6,2,2,1,2,7,0
2024_2025,Universitatea Cluj,2,2,1,1,0,4,4,2,2,2.0,1,0,0,3,1,2,0,1,0,1,1,0,4,2,1,2,0,4,1
2024_2025,Universitatea Craiova,2,2,1,1,0,4,4,2,2,2.0,1,0,0,4,2,2,0,1,0,0,0,0,4,2,1,3,0,3,1
2024_2025,CFR Cluj-Napoca,2,2,1,1,0,4,5,4,1,2.0,1,0,0,3,2,1,0,1,0,2,2,0,4,1,1,4,0,2,1
2024_2025,Otelul Galati,2,2,1,1,0,4,3,2,1,2.0,0,1,0,0,0,0,1,0,0,3,2,1,4,1,1,5,0,12,0
2024_2025,Unirea Slobozia,2,2,1,1,0,4,3,2,1,2.0,0,1,0,2,2,0,1,0,0,1,0,1,4,1,1,6,0,15,0
2024_2025,Dinamo Bucuresti,2,2,1,0,1,3,6,4,2,1.5,1,0,0,4,1,3,0,0,1,2,3,-1,3,2,1,7,-1,5,1
2024_2025,Politehnica Iași,2,2,1,0,1,3,1,1,0,1.5,1,0,0,1,0,1,0,0,1,0,1,-1,3,0,1,8,-1,14,0
2024_2025,FCSB,2,2,0,2,0,2,3,3,0,1.0,0,1,0,1,1,0,0,1,0,2,2,0,2,0,0,9,-2,1,1
2024_2025,Rapid Bucuresti,2,2,0,2,0,2,3,3,0,1.0,0,1,0,2,2,0,0,1,0,1,1,0,2,0,0,10,-2,6,1
2024_2025,SCM Gloria Buzău,2,2,0,1,1,1,1,2,-1,0.5,0,0,1,1,2,-1,0,1,0,0,0,0,1,-1,0,11,-3,16,0
2024_2025,Farul Constanta,2,2,0,1,1,1,0,1,-1,0.5,0,0,1,0,1,-1,0,1,0,0,0,0,1,-1,0,12,-3,10,0
2024_2025,Uta Arad,2,2,0,1,1,1,3,5,-2,0.5,0,1,0,1,1,0,0,0,1,2,4,-2,1,-2,0,13,-3,11,0
2024_2025,FC Hermannstadt,2,2,0,1,1,1,1,3,-2,0.5,0,1,0,0,0,0,0,0,1,1,3,-2,1,-2,0,14,-3,8,0
2024_2025,Petrolul,2,2,0,1,1,1,1,4,-3,0.5,0,1,0,0,0,0,0,0,1,1,4,-3,1,-3,0,15,-3,9,0
2024_2025,FC Botoșani,2,2,0,0,2,0,2,4,-2,0.0,0,0,1,2,3,-1,0,0,1,0,1,-1,0,-2,0,16,-4,13,0
2024_2025,Universitatea Craiova,3,3,2,1,0,7,6,2,4,2.3333,1,0,0,4,2,2,1,1,0,2,0,2,7,4,2,1,3,3,1
2024_2025,Otelul Galati,3,3,2,1,0,7,5,2,3,2.3333,0,1,0,0,0,0,2,0,0,5,2,3,7,3,2,2,3,12,0
2024_2025,Sepsi OSK Sfântu Gheorghe,3,3,2,1,0,7,4,2,2,2.3333,1,1,0,2,1,1,1,0,0,2,1,1,7,2,2,3,3,7,0
2024_2025,Universitatea Cluj,3,3,1,2,0,5,4,2,2,1.6667,1,0,0,3,1,2,0,2,0,1,1,0,5,2,1,4,1,4,1
2024_2025,Unirea Slobozia,3,3,1,2,0,5,4,3,1,1.6667,0,1,0,2,2,0,1,1,0,2,1,1,5,1,1,5,1,15,0
2024_2025,Dinamo Bucuresti,3,3,1,1,1,4,7,5,2,1.3333,1,0,0,4,1,3,0,1,1,3,4,-1,4,2,1,6,0,5,1
2024_2025,SCM Gloria Buzău,3,3,1,1,1,4,3,3,0,1.3333,0,0,1,1,2,-1,1,1,0,2,1,1,4,0,1,7,0,16,0
2024_2025,CFR Cluj-Napoca,3,3,1,1,1,4,5,6,-1,1.3333,1,0,1,3,4,-1,0,1,0,2,2,0,4,-1,1,8,0,2,1
2024_2025,Petrolul,3,3,1,1,1,4,2,4,-2,1.3333,1,1,0,1,0,1,0,0,1,1,4,-3,4,-2,1,9,0,9,0
2024_2025,FC Botoșani,3,3,1,0,2,3,3,4,-1,1.0,0,0,1,2,3,-1,1,0,1,1,1,0,3,-1,1,10,-1,13,0
2024_2025,Politehnica Iași,3,3,1,0,2,3,2,3,-1,1.0,1,0,1,2,2,0,0,0,1,0,1,-1,3,-1,1,11,-1,14,0
2024_2025,Rapid Bucuresti,3,3,0,2,1,2,3,4,-1,0.6667,0,1,0,2,2,0,0,1,1,1,2,-1,2,-1,0,12,-2,6,1
2024_2025,FCSB,3,3,0,2,1,2,3,5,-2,0.6667,0,1,1,1,3,-2,0,1,0,2,2,0,2,-2,0,13,-2,1,1
2024_2025,Uta Arad,3,3,0,2,1,2,3,5,-2,0.6667,0,2,0,1,1,0,0,0,1,2,4,-2,2,-2,0,14,-2,11,0
2024_2025,FC Hermannstadt,3,3,0,2,1,2,2,4,-2,0.6667,0,2,0,1,1,0,0,0,1,1,3,-2,2,-2,0,15,-2,8,0
2024_2025,Farul Constanta,3,3,0,1,2,1,0,2,-2,0.3333,0,0,2,0,2,-2,0,1,0,0,0,0,1,-2,0,16,-3,10,0
2024_2025,Otelul Galati,4,4,3,1,0,10,6,2,4,2.5,1,1,0,1,0,1,2,0,0,5,2,3,10,4,3,1,4,12,0
2024_2025,Universitatea Craiova,4,4,2,2,0,8,6,2,4,2.0,1,1,0,4,2,2,1,1,0,2,0,2,8,4,2,2,2,3,1
2024_2025,Universitatea Cluj,4,4,2,2,0,8,7,4,3,2.0,2,0,0,6,3,3,0,2,0,1,1,0,8,3,2,3,2,4,1
2024_2025,Sepsi OSK Sfântu Gheorghe,4,4,2,2,0,8,6,4,2,2.0,1,1,0,2,1,1,1,1,0,4,3,1,8,2,2,4,2,7,0
2024_2025,Dinamo Bucuresti,4,4,2,1,1,7,11,6,5,1.75,2,0,0,8,2,6,0,1,1,3,4,-1,7,5,2,5,1,5,1
2024_2025,FC Botoșani,4,4,2,0,2,6,4,4,0,1.5,1,0,1,3,3,0,1,0,1,1,1,0,6,0,2,6,0,13,0
2024_2025,Unirea Slobozia,4,4,1,2,1,5,4,4,0,1.25,0,1,1,2,3,-1,1,1,0,2,1,1,5,0,1,7,-1,15,0
2024_2025,Uta Arad,4,4,1,2,1,5,4,5,-1,1.25,0,2,0,1,1,0,1,0,1,3,4,-1,5,-1,1,8,-1,11,0
2024_2025,Petrolul,4,4,1,2,1,5,2,4,-2,1.25,1,1,0,1,0,1,0,1,1,1,4,-3,5,-2,1,9,-1,9,0
2024_2025,Farul Constanta,4,4,1,1,2,4,2,2,0,1.0,1,0,2,2,2,0,0,1,0,0,0,0,4,0,1,10,-2,10,0
2024_2025,CFR Cluj-Napoca,4,4,1,1,2,4,7,9,-2,1.0,1,0,1,3,4,-1,0,1,1,4,5,-1,4,-2,1,11,-2,2,1
2024_2025,SCM Gloria Buzău,4,4,1,1,2,4,4,7,-3,1.0,0,0,1,1,2,-1,1,1,1,3,5,-2,4,-3,1,12,-2,16,0
2024_2025,Rapid Bucuresti,4,4,0,3,1,3,5,6,-1,0.75,0,2,0,4,4,0,0,1,1,1,2,-1,3,-1,0,13,-3,6,1
2024_2025,Politehnica Iași,4,4,1,0,3,3,2,5,-3,0.75,1,0,1,2,2,0,0,0,2,0,3,-3,3,-3,1,14,-3,14,0
2024_2025,FCSB,4,4,0,2,2,2,3,6,-3,0.5,0,1,1,1,3,-2,0,1,1,2,3,-1,2,-3,0,15,-4,1,1
2024_2025,FC Hermannstadt,4,4,0,2,2,2,2,5,-3,0.5,0,2,0,1,1,0,0,0,2,1,4,-3,2,-3,0,16,-4,8,0
2024_2025,Universitatea Craiova,5,5,3,2,0,11,8,3,5,2.2,1,1,0,4,2,2,2,1,0,4,1,3,11,5,3,1,4,3,1
2024_2025,Otelul Galati,5,5,3,2,0,11,7,3,4,2.2,1,1,0,1,0,1,2,1,0,6,3,3,11,4,3,2,4,12,0
2024_2025,Universitatea Cluj,5,5,2,3,0,9,7,4,3,1.8,2,0,0,6,3,3,0,3,0,1,1,0,9,3,2,3,2,4,1
2024_2025,Dinamo Bucuresti,5,5,2,2,1,8,13,8,5,1.6,2,0,0,8,2,6,0,2,1,5,6,-1,8,5,2,4,1,5,1
2024_2025,Sepsi OSK Sfântu Gheorghe,5,5,2,2,1,8,7,6,1,1.6,1,1,1,3,3,0,1,1,0,4,3,1,8,1,2,5,1,7,0
2024_2025,CFR Cluj-Napoca,5,5,2,1,2,7,10,9,1,1.4,2,0,1,6,4,2,0,1,1,4,5,-1,7,1,2,6,0,2,1
2024_2025,FC Botoșani,5,5,2,0,3,6,5,6,-1,1.2,1,0,1,3,3,0,1,0,2,2,3,-1,6,-1,2,7,-1,13,0
2024_2025,Uta Arad,5,5,1,3,1,6,5,6,-1,1.2,0,3,0,2,2,0,1,0,1,3,4,-1,6,-1,1,8,-1,11,0
2024_2025,Petrolul,5,5,1,3,1,6,2,4,-2,1.2,1,2,0,1,0,1,0,1,1,1,4,-3,6,-2,1,9,-1,9,0
2024_2025,FCSB,5,5,1,2,2,5,6,8,-2,1.0,1,1,1,4,5,-1,0,1,1,2,3,-1,5,-2,1,10,-2,1,1
2024_2025,FC Hermannstadt,5,5,1,2,2,5,4,6,-2,1.0,1,2,0,3,2,1,0,0,2,1,4,-3,5,-2,1,11,-2,8,0
2024_2025,SCM Gloria Buzău,5,5,1,2,2,5,5,8,-3,1.0,0,1,1,2,3,-1,1,1,1,3,5,-2,5,-3,1,12,-2,16,0
2024_2025,Unirea Slobozia,5,5,1,2,2,5,4,7,-3,1.0,0,1,1,2,3,-1,1,1,1,2,4,-2,5,-3,1,13,-2,15,0
2024_2025,Rapid Bucuresti,5,5,0,4,1,4,6,7,-1,0.8,0,2,0,4,4,0,0,2,1,2,3,-1,4,-1,0,14,-3,6,1
2024_2025,Farul Constanta,5,5,1,1,3,4,4,5,-1,0.8,1,0,2,2,2,0,0,1,1,2,3,-1,4,-1,1,15,-3,10,0
2024_2025,Politehnica Iași,5,5,1,1,3,4,4,7,-3,0.8,1,1,1,4,4,0,0,0,2,0,3,-3,4,-3,1,16,-3,14,0
2024_2025,Universitatea Craiova,6,6,4,2,0,14,13,4,9,2.3333,2,1,0,9,3,6,2,1,0,4,1,3,13,9,4,1,5,3,1
2024_2025,Universitatea Cluj,6,6,3,3,0,12,10,4,6,2.0,3,0,0,9,3,6,0,3,0,1,1,0,11,6,3,2,3,4,1
2024_2025,Otelul Galati,6,6,3,2,1,11,7,4,3,1.8333,1,1,1,1,1,0,2,1,0,6,3,3,8,2,2,3,2,12,0
2024_2025,CFR Cluj-Napoca,6,6,3,1,2,10,11,9,2,1.6667,2,0,1,6,4,2,1,1,1,5,5,0,7,1,2,4,1,2,1
2024_2025,Dinamo Bucuresti,6,6,2,3,1,9,14,9,5,1.5,2,0,0,8,2,6,0,3,1,6,7,-1,9,6,2,5,0,5,1
2024_2025,FC Botoșani,6,6,3,0,3,9,6,6,0,1.5,2,0,1,4,3,1,1,0,2,2,3,-1,9,1,3,6,0,13,0
2024_2025,Petrolul,6,6,2,3,1,9,4,5,-1,1.5,1,2,0,1,0,1,1,1,1,3,5,-2,8,-1,2,7,0,9,0
2024_2025,Sepsi OSK Sfântu Gheorghe,6,6,2,2,2,8,7,9,-2,1.3333,1,1,1,3,3,0,1,1,1,4,6,-2,5,-3,1,8,-1,7,0
2024_2025,Farul Constanta,6,6,2,1,3,7,7,7,0,1.1667,2,0,2,5,4,1,0,1,1,2,3,-1,7,1,2,9,-2,10,0
2024_2025,Politehnica Iași,6,6,2,1,3,7,5,7,-2,1.1667,1,1,1,4,4,0,1,0,2,1,3,-2,7,-1,2,10,-2,14,0
2024_2025,Uta Arad,6,6,1,3,2,6,5,7,-2,1.0,0,3,0,2,2,0,1,0,2,3,5,-2,5,-2,1,11,-3,11,0
2024_2025,Rapid Bucuresti,6,6,0,5,1,5,7,8,-1,0.8333,0,3,0,5,5,0,0,2,1,2,3,-1,4,-1,0,12,-4,6,1
2024_2025,FC Hermannstadt,6,6,1,2,3,5,6,9,-3,0.8333,1,2,0,3,2,1,0,0,3,3,7,-4,4,-3,1,13,-4,8,0
2024_2025,FCSB,6,6,1,2,3,5,6,9,-3,0.8333,1,1,2,4,6,-2,0,1,1,2,3,-1,4,-3,1,14,-4,1,1
2024_2025,Unirea Slobozia,6,6,1,2,3,5,5,9,-4,0.8333,0,1,2,3,5,-2,1,1,1,2,4,-2,2,-5,0,15,-4,15,0
2024_2025,SCM Gloria Buzău,6,6,1,2,3,5,6,13,-7,0.8333,0,1,1,2,3,-1,1,1,2,4,10,-6,4,-7,1,16,-4,16,0
2024_2025,Universitatea Cluj,7,7,4,3,0,15,12,4,8,2.1429,3,0,0,9,3,6,1,3,0,3,1,2,11,6,3,1,5,4,1
2024_2025,Universitatea Craiova,7,7,4,2,1,14,14,6,8,2.0,2,1,0,9,3,6,2,1,1,5,3,2,10,6,3,2,4,3,1
2024_2025,CFR Cluj-Napoca,7,7,4,1,2,13,14,9,5,1.8571,3,0,1,9,4,5,1,1,1,5,5,0,9,4,3,3,3,2,1
2024_2025,Dinamo Bucuresti,7,7,3,3,1,12,16,10,6,1.7143,3,0,0,10,3,7,0,3,1,6,7,-1,9,4,2,4,2,5,1
2024_2025,Otelul Galati,7,7,3,3,1,12,7,4,3,1.7143,1,1,1,1,1,0,2,2,0,6,3,3,8,2,2,5,2,12,0
2024_2025,Petrolul,7,7,2,4,1,10,4,5,-1,1.4286,1,3,0,1,0,1,1,1,1,3,5,-2,9,2,2,6,0,9,0
2024_2025,FC Botoșani,7,7,3,0,4,9,6,9,-3,1.2857,2,0,1,4,3,1,1,0,3,2,6,-4,9,-1,3,7,-1,13,0
2024_2025,Rapid Bucuresti,7,7,1,5,1,8,9,9,0,1.1429,0,3,0,5,5,0,1,2,1,4,4,0,6,0,1,8,-2,6,1
2024_2025,Farul Constanta,7,7,2,2,3,8,8,8,0,1.1429,2,0,2,5,4,1,0,2,1,3,4,-1,7,1,2,9,-2,10,0
